record_id,country_code,published_at,url,title,speaker,content_chars,score,score_reasoning,war_related,confidence,source_kind,language,model,response_id,scored_at,content_hash,is_legacy,pipeline_version
1ee9ed7ce859cfe5,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134914.htm,Remarks to the PressShare,,24841,-1,提及对台军售时使用‘continue to evaluate Taiwan’s defensive needs’，态度中立偏积极，但因涉及大国中国且其反对态度明确，加权后略显消极。,True,,legacy_us_spokesperson,en,legacy_import,,,689faff5bc03cb88b59b22709f3ade0cae8a2002,True,
29665788769b65e7,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134861.htm,Tweet About DemocracyShare,,2206,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,86a65c16f2fb28e3d1adb939a46d7b7c256ada0b,True,
31dd0595cca870f4,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134915.htm,"Ambassador Robert King, Special Envoy for North Korean Human Rights Issues, to visit South Korea and JapanShare",,437,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,98f6d8a02d3ac674099ee71a402e9edc1bfcc12d,True,
660add62fd55aaf4,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134848.htm,Special Briefing: U.S. Government Agriculture Sector Programs in Afghanistan and Upcoming Travel to the RegionShare,,1681,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,41d7bffe64ea9a6102c6b31d96564f50ddd3853a,True,
f982efc04027a09b,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134920.htm,Background BriefingShare,,18355,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,3de566338607a35fa1b3b7c10b91af8092c65b96,True,
ffb73b23e1b60195,US,2010-01-07,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134870.htm,Afghanistan Ministry of Women's Affairs Legal Rights Department Receives Long-Term Support through Justice Sector Support ProgramShare,,1981,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,7b00766cfd6cb88e6339a0ddf838f9ff338b701b,True,
399ad943a784bb17,US,2010-01-08,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134998.htm,Deputy Secretary's Travel to Colombia and Peru January 11-14Share,,1145,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,c91565d0767814dffa673e8c68ff723978c73add,True,
4977e6fdd2610ab4,US,2010-01-08,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/134969.htm,Remarks on the Five Year Anniversary of The Comprehensive Peace Agreement in SudanShare,,15141,-1,发言稿中提到苏丹的安全局势，包括南苏丹的部族冲突、达尔富尔地区的暴力问题，以及对政府在安全领域的表现提出批评和敦促改进。措辞如‘very concerned’‘dire’表明略微消极情绪。虽然涉及大国（美国）参与协调，但未达到明显或极度消极的程度。,True,,legacy_us_spokesperson,en,legacy_import,,,d2020d305e7d4a634f28613c0c74e4a786e17544,True,
5a00bd9b9bbe2a23,US,2010-01-08,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134953.htm,Joint Statement Fifth Anniversary of the Sudan Comprehensive Peace AgreementShare,,3336,-1,提及南苏丹和达尔富尔地区的暴力与安全问题，使用‘violence’‘insecurity’等词，表达关切但未直接批评，属略微消极。,True,,legacy_us_spokesperson,en,legacy_import,,,36a1269a0444c0244545779407c21c949a34fefb,True,
b1fdbfa470db5e84,US,2010-01-08,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134997.htm,"Secretary Clinton To Deliver Policy Address at East-West Center in Honolulu, Hawaii (revised)Share",,1689,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,b62a2f1ecf430720a5da64f3c9c3e14b95b68311,True,
c948235667a26530,US,2010-01-08,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134971.htm,Federal District Court Dismissal of Indictment Against Blackwater ContractorsShare,,1452,-2,发言中提到‘unprovoked and illegal attacks on civilians’以及追究责任的强硬措辞，虽非直接军事冲突，但涉及军事承包商行为及问责，整体语气明显消极。,True,,legacy_us_spokesperson,en,legacy_import,,,3bb014c87ba10e41855f3e54280c5d077861dc55,True,
fd78eb8604fa9727,US,2010-01-08,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/134999.htm,"U.S., Mexico To Hold Joint Anzalduas International Bridge InaugurationShare",,1869,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,7406f532ad3fbf3d1674b1f4445a8e2f8ac90239,True,
3354dc2354fec3e7,US,2010-01-11,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135053.htm,Annual Conference of Economic Officers Serving in the Western HemisphereShare,,2619,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,5bc0364126cb8a1d3b2741cd8aef28bf5f235b4a,True,
9bfb0c9271ecb68e,US,2010-01-11,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135052.htm,First U.S. Science Envoys Begin TravelShare,,2385,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,faefe70c8b378ed39b6198a3425fe5218f0908c2,True,
bcfdfb4f94546d1d,US,2010-01-11,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135055.htm,U.S. Assistant Secretary of State David Johnson visits Beirut Meets with the ISF CommandShare,,1509,1,提及美国对黎巴嫩内部安全部队的培训和装备支持，措辞如‘unwavering support’表明略微积极态度，但未涉及直接军事合作或冲突，因此评分为略微积极。,True,,legacy_us_spokesperson,en,legacy_import,,,a31919ecad8f0f593d332fdcd7d0e405007fe3ab,True,
f2e5434702922ac8,US,2010-01-11,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135061.htm,Republic of Chile Accession to the Organization for Economic Cooperation and DevelopmentShare,,621,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,d1a1eeeb504f7a31521a6d01b75d9487e8e5e3f4,True,
f6e9333e6ae29cad,US,2010-01-11,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135064.htm,Persecution of Religious Minorities in IranShare,,1474,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,f87b7905530fa280f2f609c92994a4d5d0d1ce63,True,
0b7add7a8b689ca1,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135095.htm,Remarks on the Earthquake in HaitiShare,,558,1,提及提供军事灾难救援和人道主义援助，语气略微积极，使用‘military disaster relief’措辞，但无强烈合作或支持的表述。,True,,legacy_us_spokesperson,en,legacy_import,,,cc45fc20228ba0d9024d3310a5eb78669ddf8249,True,
745244b88e3f207c,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135088.htm,Remarks with Japanese Foreign Minister Katsuya Okada After Their MeetingShare,,17004,2,发言稿多次提及美日安全同盟的重要性，使用了‘unwavering commitment’‘essential pillar’等措辞，且明确提到军事合作与地区稳定的关系，整体语气明显积极。同时，Futenma基地问题虽有分歧，但双方均表示尊重并寻求解决，未出现负面情绪。,True,,legacy_us_spokesperson,en,legacy_import,,,406af3aa0e16b95d1cfeea6fa8f6d5d4c33cb123,True,
b04fa75b09e0ea1a,US,2010-01-12,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135080.htm,Assistant Secretary Valenzuela's Travel to ChileShare,,812,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,08311abf482d3ccab65e5ca20766d0c679aa1289,True,
bb8d9a370c6623fc,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135098.htm,Statement Urging Release of Mourning Mothers in IranShare,,922,-2,使用‘violent dispersed and arrested’描述伊朗安全部队的行为，明确反对并谴责暴力镇压，语气明显消极且涉及军事安全议题。,True,,legacy_us_spokesperson,en,legacy_import,,,a918635f4bf1ffbe8134e9a7855ed7b5bc7acccb,True,
bfbaf5ddb6856ebf,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135105.htm,Statement on Google Operations in ChinaShare,,425,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,09fb086ca0dbf3e77a907d0c2cc07114edfbf8c1,True,
c32b12cfb37e12f0,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135125.htm,Tour of U.S. Passport Agency and Meet and Greet with EmployeesShare,,3275,2,发言中提到‘combine our civilian and military sorts of people’‘leverage our respective abilities’，并提及新增军事顾问（pol-ads）支持各司令部，语气明显积极，涉及大国美国，正面权重较高。,True,,legacy_us_spokesperson,en,legacy_import,,,268c11e3f055d0bfeb31a66d2a3f544a808368ec,True,
eaf46fe808682f9a,US,2010-01-12,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135094.htm,Secretary Clinton's Address Caps Year of U.S. Engagement and Leadership in Asia-PacificShare,,5188,1,提及与盟友的军事合作及地区安全问题，如‘Bolstering Friendships and Alliances’和‘Curbing Proliferation in North Korea’，但语气较为中性和积极，属于略微积极。,True,,legacy_us_spokesperson,en,legacy_import,,,3c876dce87554277b605577a4e841fdbbbaab42a,True,
f8b054ad9f72dacd,US,2010-01-12,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135090.htm,Remarks on Regional Architecture in Asia: Principles and PrioritiesShare,,32767,2,发言稿中提到美国在亚太地区的军事存在，如‘数百万人的军队为该地区提供安全保障’，并强调与日本、韩国、澳大利亚等盟友的安全合作，整体语气明显积极。此外，提及了军事演习和灾难救援合作（如‘ASEAN Regional Forum’中的民军联合救灾演习），体现对地区安全事务的积极参与，加权后判断为明显积极。,True,,legacy_us_spokesperson,en,legacy_import,,,8fcef4d34d4a0f193cc07337fe13ae1b5b4d1641,True,
1ae5b2ec8d5c506d,US,2010-01-13,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135151.htm,Israeli Security BarrierShare,,323,1,使用‘has a right to defend itself’表示支持以色列自卫权，语气略微积极，涉及军事安全议题。,True,,legacy_us_spokesperson,en,legacy_import,,,c2cc83a64300ee5cebb5c9b91c8bd75dee38a054,True,
55fd63533fe50ad7,US,2010-01-13,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135148.htm,"Filmmakers and Producers from Sixteen Nations and the Palestinian Territories Examine ""Film in the U.S."" through U.S. Department of State's International Visitor Leadership ProgramShare",,1786,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,12baedf9b332d5946651a5d80ca034f996abdcf4,True,
81398699817895bf,US,2010-01-13,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135145.htm,Briefing on the Situation in HaitiShare,,29404,2,发言稿中提到美国将派遣军事力量协助救援，如‘sending a large-deck amphibious ship’和‘Marine expeditionary unit’，语气明显积极，且涉及大国（美国），正面情绪加权更高。,True,,legacy_us_spokesperson,en,legacy_import,,,cc8e096b85a13512f723ccde92c706f1db5178ac,True,
e1850770c5afa7f9,US,2010-01-13,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135159.htm,Press Availability on the Situation in HaitiShare,,12079,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,26f793d36999f9b337eb24458be7289cf715e4a0,True,
e897b3db436f23f0,US,2010-01-13,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135133.htm,Remarks to the Press on the Earthquake in HaitiShare,,16421,1,发言中提到海岸警卫队、国防部等军事力量参与救援行动，如‘Coast Guard helicopter’‘ships en route to Haiti’，语气为配合和支持性质，属于略微积极。,True,,legacy_us_spokesperson,en,legacy_import,,,3d42ec457dd9c2c72f87f4336e4aa606c6f54205,True,
18c7062eaca6b758,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135197.htm,Remarks to the PressShare,,32767,1,发言中提到美国将部署第82空降师以支持联合国在海地的维和任务，措辞表明这是‘增强能力’并‘提供宝贵援助’，属于略微积极的军事合作表态。同时，强调维持安全和秩序的重要性，情绪偏正面但力度有限。,True,,legacy_us_spokesperson,en,legacy_import,,,dedb9bd08cd41bf3e18855c5654506d02fa8664c,True,
2e12680acac4b538,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135198.htm,"State Department, FBI Release Digitally Enhanced Photos Of Most Wanted Terrorist SuspectsShare",,2903,-2,发言稿涉及更新恐怖主义嫌疑人照片以协助追捕，使用‘wanted suspects’‘threaten us’等措辞，明确与安全和军事相关，语气明显消极，负面权重更高。,True,,legacy_us_spokesperson,en,legacy_import,,,b4d908c45f4b42d8add6e71759fa8bac13028f1e,True,
3545197cd6b3d9f9,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135210.htm,Briefing On the Situation in HaitiShare,,16988,2,发言稿中提到美国在海地的军事资源部署，如第82空降师、卡尔·文森号航空母舰和舒适号医院船参与救援，语气明显积极，体现‘显著努力’和‘重大支持’。,True,,legacy_us_spokesperson,en,legacy_import,,,3fb04ff056490c399b3f49b89de3ab8ed520a6b7,True,
3ba9580ff7f9c02d,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135216.htm,Haiti: U.S. Government Contact with the Haitian Government (Taken Question)Share,,205,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,1b9dfc64649f2d86563441bbffdc2cfeab7a1a03,True,
499e4c4d6a3bdb05,US,2010-01-14,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135165.htm,Interview With Meredith Vieira of NBC's Today ShowShare,,4688,1,提及联合国维和部队及美国军事力量（如82空降师、卡尔·文森号航母）在海地维持秩序与提供救援，语气略微积极，但无强烈正面评价。,True,,legacy_us_spokesperson,en,legacy_import,,,36eb8cb439100247fa78400ae9ffa681bbe943a4,True,
7924f2d29d925f28,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135169.htm,Conference on CAFTA-DR Environmental Cooperation: Partnering for Environmental Protection and Sustainable DevelopmentShare,,1513,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,14dc71d0c37f1df79f9cb7dd4e89fc23a468fd2d,True,
9d6a0b7a1b6e0379,US,2010-01-14,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135167.htm,Interview With George Stephanopoulos of ABC's Good Morning AmericaShare,,4409,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,8323e7e5b0cab8158274d04972dcf6c8307d85ab,True,
a682a5ffe601571f,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135208.htm,Tajikistan Police Academy Receives Much Needed U.S. Department of State SupportShare,,1126,1,提到加强警察培训和应对安全威胁的能力，属于略微积极的军事合作，使用‘strengthen’等词，对象为大国周边国家，权重略高。,True,,legacy_us_spokesperson,en,legacy_import,,,68db8e5541c41cfd0d3ac105cd88f93d3cb2af2f,True,
b59a8612224c3468,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135170.htm,"Congo Basin Forest Partnership ""State of the Forest"" Report LaunchShare",,1862,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,975e7ae69dfabebbffd6d4a7074f541209e7a44b,True,
d0d70b0621a8ff9a,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135194.htm,Meeting Of the Shipping Coordinating CommitteeShare,,1619,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,0a3599696cbca83a5a63c55db485639b633ee4ef,True,
f79baa5f9ac2b3cd,US,2010-01-14,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135166.htm,Interview With Harry Smith and Maggie Rodriguez of CBS' Early ShowShare,,4585,1,提及了军事资源的部署，如‘military team’和‘82nd Airborne’，但措辞为信息性描述，未体现明显情绪，判断为略微积极。,True,,legacy_us_spokesperson,en,legacy_import,,,21e1219f83bedf31c61b49d1ca05c186273c4f49,True,
fa2988cc1d24bc57,US,2010-01-14,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135209.htm,Joint Announcement on United States-Japan Global Positioning System CooperationShare,,4237,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,c0e370b760b5487a6178d9f6bb4c4def7bd2d19f,True,
23e0aafc0481ed84,US,2010-01-15,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135249.htm,On-The-Record Briefing: Remarks to the Press By Assistant Secretary of State for Public Affairs P.J. CrowleyShare,,32766,1,发言稿中涉及军事内容，主要是美国在海地的军事援助行动，如派遣直升机、82空降师和海军舰艇提供人道主义援助。整体语气略微积极，使用了‘humanitarian assistance’等措辞，但未见明确升级合作或强烈支持的表述。,True,,legacy_us_spokesperson,en,legacy_import,,,f96383a0ac9b5b391dda5e2abc81f1a9d6444713,True,
40465f8d6b8f3b2e,US,2010-01-15,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135256.htm,On-The-Record-Briefing: State Department Counselor Cheryl Mills and USAID Administrator Raj Shah On the Situation in HaitiShare,,32767,2,发言稿中涉及美国军方在海地地震救援中的作用，措辞如‘USS Carl Vinson’、‘military transport and logistic capabilities’等表明军事资源被积极用于人道主义援助，语气明显正面，符合‘明显积极’的评分标准。,True,,legacy_us_spokesperson,en,legacy_import,,,5d9aa0aaa693dbc500005216eb5832823ff5904a,True,
55bae39e8bd56f25,US,2010-01-15,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135260.htm,Secretary Clinton Announces Launch of State.Gov Person Finder Tool for Those Missing in HaitiShare,,1215,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,e9bbbe060a52f43aa239cdc9e60d4e32e61a77cb,True,
0aa56f24ef5b345a,US,2010-01-16,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135274.htm,Egyptian ArrestsShare,,534,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,52b3d958775353b82a3c6348bfd80bd52f0a69a9,True,
160a23a803df1d9c,US,2010-01-16,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135283.htm,"On-the-Record Briefing En Route Port-au-Prince, HaitiShare",,24182,-1,发言中涉及军事行动，如派遣军队、安全协调等，但态度较为中立偏消极。例如提到‘他们认为这不是个好主意’（They don’t think that’s a good idea）以及撤离医疗队的安全问题，整体语气略微消极。,True,,legacy_us_spokesperson,en,legacy_import,,,63cc8a34a7c0b7334f89e68d4f8346ee5367b62e,True,
d6319c4e062c3220,US,2010-01-16,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135299.htm,Interview With Andrea Mitchell of NBCShare,,4109,1,提及美国军方与海地的合作协调，语气略微积极，如‘working hard’和‘coordinating’，但未有明确升级合作或强烈支持的表述。,True,,legacy_us_spokesperson,en,legacy_import,,,17a717eaa7422b614cfdc133cb75e05cf72c41ca,True,
e355cf5c2830b837,US,2010-01-16,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135278.htm,"Remarks to the Press, Port-au-Prince, HaitiShare",,2310,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,1837f8d348ba27d21d17b2fe6bde1b2c224676c5,True,
34efff9d1b831568,US,2010-01-17,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135288.htm,Joint Communique of the Governments of the United States and HaitiShare,,2397,1,提及‘augmenting security’以支持海地政府和联合国等，显示略微积极的军事合作意愿。,True,,legacy_us_spokesperson,en,legacy_import,,,109bfb83a943b8903bce52785880dba45c46c240,True,
4df6fb684bcbd7b9,US,2010-01-17,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135279.htm,Interview With Kate Snow of ABC's Good Morning AmericaShare,,5410,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,539d69516a768c9db13473958a0c177b709d6299,True,
59de44e72692ef91,US,2010-01-17,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135289.htm,United States Government Haiti Earthquake Disaster Response UpdateShare,,3895,2,"发言稿提到大量军事人员和资源参与救援，如‘Approximately 5,800 military personnel on the ground or afloat’和‘30 military helicopters providing relief’，语气明显积极，体现美国在安全与军事合作方面的投入，正面情绪明显。",True,,legacy_us_spokesperson,en,legacy_import,,,330f3eea9dad6d392530b8917fe7453c3afc0e46,True,
9a53c89abe7b2639,US,2010-01-17,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135285.htm,Interview With Greta van Susteren of Fox NewsShare,,6266,2,发言中提到美国军方在机场和港口的快速行动，使用‘thank goodness’、‘grateful’等正面措辞，并强调其关键作用，整体情绪明显积极。,True,,legacy_us_spokesperson,en,legacy_import,,,9d78a9c2188d416c4ed59dc8d12d6eccbc3a3b6f,True,
b438a167210ab1d0,US,2010-01-17,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135286.htm,Press Briefing by Conference Call on Relief Efforts in HaitiShare,,32767,2,发言稿中涉及军事合作内容，如美国军方在海地地震救援中的协调与支持，使用了‘amazing job’‘robust security forces’等正面措辞。虽然未直接提及具体军事冲突或武器，但整体语气明显积极，尤其是在描述机场安全和物资运输保障方面。,True,,legacy_us_spokesperson,en,legacy_import,,,97afb0e271850c2c6b378f376930f9bdc55c422b,True,
c0a2017f2633d150,US,2010-01-17,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135284.htm,Interview With Jeff Glor of CBSShare,,4751,1,提及军事相关的内容为美国在海地的部队协调和救援行动，语气中性偏积极，如‘our troops here’‘better coordination’，但未明确表达强烈支持或升级合作。,True,,legacy_us_spokesperson,en,legacy_import,,,1389f85b42a52ff21c6272303201c197dfc5a87f,True,
f6e01b82ea1ebb5b,US,2010-01-17,https://2009-2017.state.gov/secretary/20092013clinton/rm/2010/01/135280.htm,Interview With Sanjay Gupta of CNNShare,,8526,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,c2dd7d9915c84836a57ffab94e74f20f83781690,True,
3de22210165f93b1,US,2010-01-18,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135301.htm,"Assistant Secretary Valenzuela to Deliver Remarks on Tragedy in Haiti, U.S. Foreign Policy in the Western HemisphereShare",,1893,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,50aef49a410876dfd14a9867b9be03c7d067c0cd,True,
44c50e0a8db9ce1e,US,2010-01-18,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135306.htm,On-the-Record Briefing on Consular Services Being Provided to American Citizens in Haiti and in the United States in the Aftermath of the EarthquakeShare,,28448,0,无相关内容,False,,legacy_us_spokesperson,en,legacy_import,,,c29e75680c9b92dfe8872ae14bd4258b4dd20640,True,
4edb4d925cb60335,US,2010-01-18,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135308.htm,U.S. Government Response to the Haiti EarthquakeShare,,32767,1,发言稿中提到军事力量主要用于支持人道主义援助和救灾工作，如‘我们正努力平衡军用和民用航班’，语气中性偏积极，但未有明确的军事合作或冲突升级内容，因此略微积极。,True,,legacy_us_spokesperson,en,legacy_import,,,15383f29700e1ed441af5ad803a2d1f43c35f3a9,True,
0b1a6f5236a6de70,US,2010-01-19,https://2009-2017.state.gov/r/pa/prs/ps/2010/01/135362.htm,Chilean ElectionShare,,542,1,提及国际维和行动，表示期待深化伙伴关系，措辞如‘look forward to working’体现略微积极态度。,True,,legacy_us_spokesperson,en,legacy_import,,,3e0d4a7b9602ce7ee0aeca5b83e97ef314c98ab7,True,
